;date_deb;date_end;open_time;open;high;low;close;volume;close_time;quote_asset_volume;n_trades;Taker buy base asset volume;Taker buy quote asset volume;Ignore
0;2021-12-05 20:00:00.000;2021-12-05 20:14:59.999;1638730800000.0;49089.19;49129.56;48529.66;48610.98;391.23631;1638731699999.0;19119205.8339693;13350.0;173.21163;8465709.2906247;0.0
1;2021-12-05 20:15:00.000;2021-12-05 20:29:59.999;1638731700000.0;48610.98;48670.15;48279.05;48586.68;574.47659;1638732599999.0;27833353.2800199;15214.0;293.12158;14201548.2739568;0.0
2;2021-12-05 20:30:00.000;2021-12-05 20:44:59.999;1638732600000.0;48586.68;48882.73;48314.04;48800.0;330.30148;1638733499999.0;16037617.4492373;9822.0;159.69574;7756930.5779622;0.0
3;2021-12-05 20:45:00.000;2021-12-05 20:59:59.999;1638733500000.0;48800.01;48957.24;48660.01;48902.45;297.63626;1638734399999.0;14526065.0684426;8813.0;133.9697;6538481.8780764;0.0
4;2021-12-05 21:00:00.000;2021-12-05 21:14:59.999;1638734400000.0;48902.44;49027.0;48866.79;49007.27;301.05522;1638735299999.0;14736595.7491299;9210.0;138.99838;6803904.5289481;0.0
5;2021-12-05 21:15:00.000;2021-12-05 21:29:59.999;1638735300000.0;49007.26;49027.01;48531.59;48543.78;212.584;1638736199999.0;10362728.2237826;8543.0;87.38689;4260652.741625;0.0
6;2021-12-05 21:30:00.000;2021-12-05 21:44:59.999;1638736200000.0;48543.78;48871.22;48543.77;48861.22;245.40893;1638737099999.0;11959191.5382885;7755.0;129.82248;6325760.2394562;0.0
7;2021-12-05 21:45:00.000;2021-12-05 21:59:59.999;1638737100000.0;48861.22;48962.23;48730.77;48814.66;281.84843;1638737999999.0;13778535.1714825;8549.0;133.04508;6506093.9109817;0.0
8;2021-12-05 22:00:00.000;2021-12-05 22:14:59.999;1638738000000.0;48814.67;48944.03;48632.69;48676.0;244.40675;1638738899999.0;11924738.5447206;9127.0;95.96081;4682015.9218739;0.0
9;2021-12-05 22:15:00.000;2021-12-05 22:29:59.999;1638738900000.0;48676.0;48939.82;48498.45;48887.64;467.45273;1638739799999.0;22740439.9246293;11437.0;218.8488;10650328.6002973;0.0
10;2021-12-05 22:30:00.000;2021-12-05 22:44:59.999;1638739800000.0;48887.64;49120.0;48785.8;49105.15;279.08165;1638740699999.0;13658008.8011365;8610.0;153.52001;7513983.2023799;0.0
11;2021-12-05 22:45:00.000;2021-12-05 22:59:59.999;1638740700000.0;49105.15;49225.38;49014.98;49158.83;664.60479;1638741599999.0;32676894.3155019;10980.0;224.21366;11020753.9574048;0.0
12;2021-12-05 23:00:00.000;2021-12-05 23:14:59.999;1638741600000.0;49158.84;49209.41;48852.0;48867.44;358.49799;1638742499999.0;17583047.6870432;9237.0;130.22713;6386894.729579;0.0
13;2021-12-05 23:15:00.000;2021-12-05 23:29:59.999;1638742500000.0;48867.44;49225.2;48840.0;49212.38;374.40026;1638743399999.0;18374353.5127308;8697.0;204.80908;10055255.9995832;0.0
14;2021-12-05 23:30:00.000;2021-12-05 23:44:59.999;1638743400000.0;49212.38;49216.48;48773.03;48925.88;279.88234;1638744299999.0;13706650.6613724;7245.0;99.46219;4869014.5522684;0.0
15;2021-12-05 23:45:00.000;2021-12-05 23:59:59.999;1638744300000.0;48925.88;49223.98;48918.97;49214.1;190.51873;1638745199999.0;9353379.4596379;5799.0;85.95398;4219484.5125536;0.0
16;2021-12-06 00:00:00.000;2021-12-06 00:14:59.999;1638745200000.0;49214.1;49546.69;49045.0;49505.96;541.46398;1638746099999.0;26722642.765227;13852.0;314.15735;15507852.6103421;0.0
17;2021-12-06 00:15:00.000;2021-12-06 00:29:59.999;1638746100000.0;49505.95;49520.0;49037.54;49188.4;369.96192;1638746999999.0;18210695.7631976;9697.0;201.56243;9916798.3386789;0.0
18;2021-12-06 00:30:00.000;2021-12-06 00:44:59.999;1638747000000.0;49188.4;49368.37;49000.14;49201.37;246.29807;1638747899999.0;12121387.2284041;8253.0;121.31441;5971934.6196778;0.0
19;2021-12-06 00:45:00.000;2021-12-06 00:59:59.999;1638747900000.0;49201.36;49396.33;49101.0;49396.33;325.2465;1638748799999.0;16013420.1725675;10349.0;178.12943;8771245.5923794;0.0
20;2021-12-06 01:00:00.000;2021-12-06 01:14:59.999;1638748800000.0;49396.32;49438.18;48800.4;48855.32;501.23181;1638749699999.0;24642794.1412231;21590.0;199.68873;9820046.8304369;0.0
21;2021-12-06 01:15:00.000;2021-12-06 01:29:59.999;1638749700000.0;48855.33;49040.12;48584.45;48692.27;660.09863;1638750599999.0;32179951.2348425;25540.0;302.30212;14737169.2772172;0.0
22;2021-12-06 01:30:00.000;2021-12-06 01:44:59.999;1638750600000.0;48697.65;48808.89;48510.0;48638.61;409.70462;1638751499999.0;19941495.8261566;17268.0;220.43611;10728610.5514346;0.0
23;2021-12-06 01:45:00.000;2021-12-06 01:59:59.999;1638751500000.0;48638.61;48773.9;48400.0;48743.61;486.38942;1638752399999.0;23643962.3855725;17871.0;250.12164;12158997.5464348;0.0
