;date_deb;date_end;open_time;open;high;low;close;volume;close_time;quote_asset_volume;n_trades;Taker buy base asset volume;Taker buy quote asset volume;Ignore
0;2021-12-05 20:00:00.000;2021-12-05 20:14:59.999;1638730800000.0;4146.34;4150.36;4109.0;4112.11;3843.1184;1638731699999.0;15871297.654863;9245.0;1389.0019;5738120.924382;0.0
1;2021-12-05 20:15:00.000;2021-12-05 20:29:59.999;1638731700000.0;4112.11;4123.26;4095.84;4120.61;5313.3126;1638732599999.0;21816153.866296;11856.0;2616.2836;10740151.246806;0.0
2;2021-12-05 20:30:00.000;2021-12-05 20:44:59.999;1638732600000.0;4120.6;4140.54;4100.0;4132.16;3203.1166;1638733499999.0;13196688.69386;7804.0;1613.8557;6649969.694461;0.0
3;2021-12-05 20:45:00.000;2021-12-05 20:59:59.999;1638733500000.0;4132.15;4141.5;4114.95;4138.41;2366.0102;1638734399999.0;9766390.036588;6522.0;1149.9138;4746719.585755;0.0
4;2021-12-05 21:00:00.000;2021-12-05 21:14:59.999;1638734400000.0;4138.42;4155.98;4135.72;4151.44;2896.7872;1638735299999.0;12014861.400851;6471.0;1427.221;5919719.829443;0.0
5;2021-12-05 21:15:00.000;2021-12-05 21:29:59.999;1638735300000.0;4151.68;4154.16;4106.95;4108.76;2471.0492;1638736199999.0;10202665.88918;6710.0;971.8259;4013507.827429;0.0
6;2021-12-05 21:30:00.000;2021-12-05 21:44:59.999;1638736200000.0;4108.76;4146.45;4107.96;4144.08;2570.7176;1638737099999.0;10604489.519584;6268.0;1182.7409;4879981.122874;0.0
7;2021-12-05 21:45:00.000;2021-12-05 21:59:59.999;1638737100000.0;4144.08;4150.95;4128.86;4133.92;2084.6898;1638737999999.0;8634193.640686;6214.0;1123.056;4652173.121692;0.0
8;2021-12-05 22:00:00.000;2021-12-05 22:14:59.999;1638738000000.0;4133.92;4152.19;4109.0;4112.16;2878.5354;1638738899999.0;11896293.121237;7121.0;1392.3799;5757214.273808;0.0
9;2021-12-05 22:15:00.000;2021-12-05 22:29:59.999;1638738900000.0;4112.17;4133.0;4098.0;4130.44;3944.8213;1638739799999.0;16212448.422088;8789.0;1840.4782;7566399.581005;0.0
10;2021-12-05 22:30:00.000;2021-12-05 22:44:59.999;1638739800000.0;4130.45;4145.77;4115.07;4144.46;2361.3679;1638740699999.0;9749947.747294;6277.0;1208.6107;4990703.638717;0.0
11;2021-12-05 22:45:00.000;2021-12-05 22:59:59.999;1638740700000.0;4144.45;4150.8;4136.33;4142.62;2972.8145;1638741599999.0;12323564.052269;6200.0;1508.655;6254061.040842;0.0
12;2021-12-05 23:00:00.000;2021-12-05 23:14:59.999;1638741600000.0;4142.41;4149.99;4115.01;4115.14;3197.1456;1638742499999.0;13210545.330701;7401.0;1170.3274;4837313.719351;0.0
13;2021-12-05 23:15:00.000;2021-12-05 23:29:59.999;1638742500000.0;4115.14;4144.57;4113.4;4142.56;4424.3841;1638743399999.0;18300327.377444;7932.0;2115.2052;8747253.284046;0.0
14;2021-12-05 23:30:00.000;2021-12-05 23:44:59.999;1638743400000.0;4142.55;4143.81;4124.25;4133.46;2405.5745;1638744299999.0;9947621.452334;5654.0;904.0532;3738455.172518;0.0
15;2021-12-05 23:45:00.000;2021-12-05 23:59:59.999;1638744300000.0;4133.55;4163.0;4132.97;4161.01;2642.6627;1638745199999.0;10966728.654523;5968.0;1455.6949;6040685.663833;0.0
16;2021-12-06 00:00:00.000;2021-12-06 00:14:59.999;1638745200000.0;4161.0;4204.27;4146.54;4202.21;9193.2543;1638746099999.0;38462533.121373;17530.0;5032.9428;21052904.69056;0.0
17;2021-12-06 00:15:00.000;2021-12-06 00:29:59.999;1638746100000.0;4202.21;4203.44;4158.38;4173.31;3829.6511;1638746999999.0;16008035.462512;9079.0;1801.8896;7530883.108559;0.0
18;2021-12-06 00:30:00.000;2021-12-06 00:44:59.999;1638747000000.0;4173.3;4197.79;4157.86;4179.41;3174.0054;1638747899999.0;13275015.853946;7028.0;1385.9788;5796353.558259;0.0
19;2021-12-06 00:45:00.000;2021-12-06 00:59:59.999;1638747900000.0;4179.41;4198.46;4174.42;4196.44;2904.3475;1638748799999.0;12158254.286587;6729.0;1270.6637;5318850.605986;0.0
20;2021-12-06 01:00:00.000;2021-12-06 01:14:59.999;1638748800000.0;4196.44;4202.16;4141.64;4144.28;6132.2288;1638749699999.0;25594078.344485;17457.0;2627.9255;10974167.346124;0.0
21;2021-12-06 01:15:00.000;2021-12-06 01:29:59.999;1638749700000.0;4144.16;4154.82;4105.06;4115.89;10125.6798;1638750599999.0;41774043.231332;23344.0;4055.6399;16735831.277654;0.0
22;2021-12-06 01:30:00.000;2021-12-06 01:44:59.999;1638750600000.0;4115.89;4140.49;4103.66;4122.07;5397.9224;1638751499999.0;22261288.093072;11817.0;2436.1403;10048000.016799;0.0
23;2021-12-06 01:45:00.000;2021-12-06 01:59:59.999;1638751500000.0;4121.54;4134.93;4104.81;4131.1;3905.7967;1638752399999.0;16086374.673567;10188.0;1994.0863;8212761.391684;0.0
24;2021-12-06 02:00:00.000;2021-12-06 02:14:59.999;1638752400000.0;4130.79;4163.85;4115.58;4153.75;5256.9557;1638753299999.0;21779969.867365;11165.0;3213.1554;13311081.95477;0.0
25;2021-12-06 02:15:00.000;2021-12-06 02:29:59.999;1638753300000.0;4153.03;4160.0;4121.38;4122.67;4104.4381;1638754199999.0;16992792.301075;10668.0;1842.8381;7630562.476424;0.0
26;2021-12-06 02:30:00.000;2021-12-06 02:44:59.999;1638754200000.0;4122.67;4131.73;4101.0;4121.36;4021.2996;1638755099999.0;16539005.644482;11115.0;1486.5834;6114215.700691;0.0
27;2021-12-06 02:45:00.000;2021-12-06 02:59:59.999;1638755100000.0;4121.35;4146.82;4116.02;4142.37;4484.0395;1638755999999.0;18555179.886147;10619.0;2321.8289;9608933.266835;0.0
28;2021-12-06 03:00:00.000;2021-12-06 03:14:59.999;1638756000000.0;4142.37;4159.21;4133.0;4156.43;4013.3369;1638756899999.0;16643443.750124;8554.0;2044.7;8480032.48803;0.0
